41.860,-87.640,260,41,15.769
41.934,-87.707,514,81,15.759
41.938,-87.644,5699,898,15.757
41.780,-87.610,191,30,15.707
41.876,-87.631,2687,422,15.705
41.960,-87.710,465,73,15.699
41.744,-87.599,51,8,15.686
41.685,-87.671,51,8,15.686
41.950,-87.710,504,79,15.675
41.978,-87.668,1302,204,15.668
41.922,-87.644,5489,859,15.649
41.802,-87.645,96,15,15.625
41.945,-87.799,192,30,15.625
41.840,-87.650,506,79,15.613
41.980,-87.716,186,29,15.591
42.004,-87.705,135,21,15.556
41.850,-87.640,373,58,15.550
41.907,-87.626,3730,580,15.550
41.867,-87.695,148,23,15.541
41.885,-87.628,4911,763,15.537
41.808,-87.677,245,38,15.510
41.923,-87.697,3721,577,15.507
41.878,-87.674,516,80,15.504
41.840,-87.640,200,31,15.500
41.773,-87.585,155,24,15.484
41.920,-87.693,1647,255,15.483
41.855,-87.664,956,148,15.481
41.980,-87.710,84,13,15.476
41.940,-87.705,265,41,15.472
41.774,-87.606,181,28,15.470
41.927,-87.698,1003,155,15.454
41.960,-87.700,356,55,15.449
41.898,-87.687,2026,313,15.449
41.910,-87.690,1218,188,15.435
41.838,-87.635,713,110,15.428
41.954,-87.704,253,39,15.415
41.954,-87.691,305,47,15.410
41.840,-87.620,396,61,15.404
41.910,-87.710,818,126,15.403
41.940,-87.670,3295,507,15.387
42.000,-87.700,65,10,15.385
41.973,-87.779,117,18,15.385
42.020,-87.700,156,24,15.385
41.910,-87.750,65,10,15.385
41.931,-87.712,91,14,15.385
41.946,-87.673,1217,187,15.366
41.786,-87.605,1051,161,15.319
41.956,-87.669,823,126,15.310
41.879,-87.626,3554,544,15.307
41.858,-87.632,255,39,15.294
41.990,-87.710,72,11,15.278
41.867,-87.626,5800,886,15.276
41.864,-87.624,3578,546,15.260
41.916,-87.785,105,16,15.238
41.929,-87.654,4975,758,15.236
41.949,-87.646,5323,811,15.236
41.984,-87.669,2141,326,15.227
42.030,-87.700,138,21,15.217
41.906,-87.672,388,59,15.206
41.920,-87.630,8359,1270,15.193
41.962,-87.655,3757,570,15.172
41.960,-87.660,1148,174,15.157
41.867,-87.641,2079,315,15.152
